Geneid	5: Tophat2 on data 28, data 24, and others: accepted_hits	6: Tophat2 on data 47, data 67, and others: accepted_hits
ENSG00000214881	128	65
ENSG00000138336	3	0
ENSG00000213025	47	26
ENSG00000243330	3	0
ENSG00000227583	307	277
ENSG00000228088	0	0
ENSG00000260400	5	7
ENSG00000251926	0	0
ENSG00000060339	1324	821
ENSG00000195401	0	0
ENSG00000221182	0	0
ENSG00000221184	9	2
ENSG00000165730	79	58
ENSG00000200218	0	0
ENSG00000107625	593	404
ENSG00000206855	0	0
ENSG00000165732	8482	1755
ENSG00000198954	67	93
ENSG00000214875	0	2
ENSG00000243597	1	0
ENSG00000229001	2	0
ENSG00000122862	14515	3738
ENSG00000122958	315	221
ENSG00000233163	0	0
ENSG00000244285	0	0
ENSG00000156502	371	265
ENSG00000229261	2	2
ENSG00000156510	2	7
ENSG00000231748	0	0
ENSG00000156515	3468	3572
ENSG00000229197	10	8
ENSG00000221774	1	2
ENSG00000075073	13	12
ENSG00000232734	4	9
ENSG00000099282	1	10
ENSG00000233197	0	0
ENSG00000122859	0	0
ENSG00000236154	3	0
ENSG00000230755	0	0
ENSG00000243936	0	0
ENSG00000235803	0	0
ENSG00000243933	0	0
ENSG00000243186	0	0
ENSG00000235524	0	0
ENSG00000243381	0	0
ENSG00000242415	0	0
ENSG00000243578	0	0
ENSG00000240059	0	0
ENSG00000231152	0	0
ENSG00000244059	0	0
ENSG00000239913	0	0
ENSG00000226794	0	0
ENSG00000171224	42	35
ENSG00000235645	0	0
ENSG00000230469	10	5
ENSG00000197467	0	0
ENSG00000224222	0	0
ENSG00000099284	23	73
ENSG00000042286	27	50
ENSG00000156521	211	410
ENSG00000079332	1317	627
ENSG00000229097	316	160
ENSG00000232142	0	0
ENSG00000180817	595	228
ENSG00000230620	1	0
ENSG00000148734	0	0
ENSG00000172731	8	28
ENSG00000224725	3	10
ENSG00000243728	0	0
ENSG00000148730	2174	1349
ENSG00000156574	6	1
ENSG00000197604	12	3
ENSG00000107719	21	26
ENSG00000230661	1	0
ENSG00000227918	0	0
ENSG00000180644	97	83
ENSG00000138316	0	0
ENSG00000166220	0	0
ENSG00000231366	0	4
ENSG00000166224	1027	749
ENSG00000233104	0	1
ENSG00000237998	5	1
ENSG00000166228	49	64
ENSG00000237047	0	0
ENSG00000259267	0	0
ENSG00000107731	8	10
ENSG00000216004	0	0
ENSG00000237512	0	0
ENSG00000198246	151	148
ENSG00000238918	0	0
ENSG00000107736	42	36
ENSG00000223817	0	0
ENSG00000214688	7	0
ENSG00000107738	7216	2233
ENSG00000197746	4829	5846
ENSG00000238446	0	0
ENSG00000230526	0	0
ENSG00000122863	0	0
ENSG00000107742	22862	39896
ENSG00000138303	432	287
ENSG00000200294	0	0
ENSG00000226701	156	145
ENSG00000166295	1146	834
ENSG00000200170	1	1
ENSG00000168209	1778	1161
ENSG00000148719	729	572
ENSG00000107745	279	248
ENSG00000202513	0	0
ENSG00000226163	0	0
ENSG00000230609	0	0
ENSG00000238766	0	1
ENSG00000242926	0	0
ENSG00000231471	0	0
ENSG00000238215	0	0
ENSG00000201881	0	0
ENSG00000156026	160	154
ENSG00000242089	0	0
ENSG00000228673	0	1
ENSG00000138315	1	0
ENSG00000215086	492	367
ENSG00000138308	0	0
ENSG00000213700	311	493
ENSG00000122884	368	225
ENSG00000232646	0	0
ENSG00000243443	1	0
ENSG00000237768	0	0
ENSG00000201047	0	0
ENSG00000166321	23	20
ENSG00000221164	2	1
ENSG00000122882	494	276
ENSG00000138286	145	94
ENSG00000213551	138	152
ENSG00000199201	0	0
ENSG00000227382	17	28
ENSG00000244365	0	0
ENSG00000182180	585	458
ENSG00000236756	4	8
ENSG00000249376	0	0
ENSG00000227540	11	14
ENSG00000156042	12	16
ENSG00000249393	0	0
ENSG00000200356	0	0
ENSG00000238983	0	0
ENSG00000207473	0	0
ENSG00000138279	1689	1127
ENSG00000233144	0	0
ENSG00000229659	305	243
ENSG00000166343	23	24
ENSG00000107758	648	383
ENSG00000221817	28	22
ENSG00000166348	117	98
ENSG00000241117	0	0
ENSG00000207327	0	0
ENSG00000237139	0	0
ENSG00000177791	0	1
ENSG00000166317	12	10
ENSG00000234606	0	0
ENSG00000251582	10	13
ENSG00000172650	0	2
ENSG00000242288	5	9
ENSG00000252072	0	0
ENSG00000224005	1	0
ENSG00000242338	1	0
ENSG00000250959	13	12
ENSG00000235316	26	42
ENSG00000176986	2526	2630
ENSG00000196968	223	231
ENSG00000253045	0	0
ENSG00000172586	203	163
ENSG00000214655	1626	1988
ENSG00000236370	21	12
ENSG00000166507	1341	1557
ENSG00000243698	11	3
ENSG00000148660	358	737
ENSG00000224195	4	3
ENSG00000229990	3	0
ENSG00000122861	16	25
ENSG00000222047	1	0
ENSG00000035403	147	107
ENSG00000225761	1	1
ENSG00000226458	13	17
ENSG00000228726	3	0
ENSG00000185009	433	195
ENSG00000156110	159	104
ENSG00000236900	0	0
ENSG00000214629	176	171
ENSG00000213731	1	0
ENSG00000227539	0	0
ENSG00000232342	0	0
ENSG00000226253	7	4
ENSG00000206756	0	0
ENSG00000214626	0	0
ENSG00000213525	0	0
ENSG00000156650	449	405
ENSG00000242897	0	0
ENSG00000234149	0	0
ENSG00000227186	3	0
ENSG00000188716	0	1
ENSG00000237882	8	4
ENSG00000079393	0	0
ENSG00000156671	314	217
ENSG00000232437	0	2
ENSG00000165637	772	545
ENSG00000165644	107	147
ENSG00000227271	7	5
ENSG00000226051	2	3
ENSG00000233313	0	0
ENSG00000165655	0	2
ENSG00000223428	0	0
ENSG00000236797	0	0
ENSG00000233745	0	0
ENSG00000237149	0	0
ENSG00000236842	0	0
ENSG00000148655	14	17
ENSG00000207583	0	0
ENSG00000228280	0	0
ENSG00000215921	0	0
ENSG00000221232	0	0
ENSG00000201954	0	0
ENSG00000232704	0	0
ENSG00000230575	0	0
ENSG00000252888	0	0
ENSG00000224948	0	1
ENSG00000156113	0	1
ENSG00000236467	0	0
ENSG00000227323	0	0
ENSG00000226911	0	0
ENSG00000225497	0	0
ENSG00000224500	0	0
ENSG00000225652	0	0
ENSG00000228092	0	0
ENSG00000199592	0	0
ENSG00000213514	0	4
ENSG00000199664	0	0
ENSG00000213513	13	24
ENSG00000228748	0	0
ENSG00000151208	65	58
ENSG00000204049	0	0
ENSG00000243446	0	0
ENSG00000233871	0	0
ENSG00000243482	0	0
ENSG00000234612	0	0
ENSG00000242776	0	0
ENSG00000148606	466	318
ENSG00000138326	10142	9571
ENSG00000231957	0	0
ENSG00000230417	0	0
ENSG00000227136	0	0
ENSG00000229543	0	0
ENSG00000230229	0	0
ENSG00000201393	0	0
ENSG00000228683	0	0
ENSG00000223243	0	0
ENSG00000224596	0	0
ENSG00000229569	2	3
ENSG00000108175	399	399
ENSG00000108179	874	465
ENSG00000165424	42	54
ENSG00000235426	0	0
ENSG00000259021	0	0
ENSG00000241317	0	0
ENSG00000235705	0	0
ENSG00000253626	1383	607
ENSG00000232965	1	3
ENSG00000185303	0	0
ENSG00000219430	0	0
ENSG00000225827	0	0
ENSG00000122852	0	0
ENSG00000226676	0	0
ENSG00000244733	11	0
ENSG00000224886	0	3
ENSG00000188199	2	2
ENSG00000226381	35	18
ENSG00000225484	83	69
ENSG00000224428	52	100
ENSG00000228570	2	6
ENSG00000214695	1	2
ENSG00000204437	0	0
ENSG00000214584	8	4
ENSG00000242600	0	0
ENSG00000133661	0	0
ENSG00000235924	0	0
ENSG00000225100	0	0
ENSG00000229616	0	0
ENSG00000224760	0	0
ENSG00000236217	0	0
ENSG00000227515	0	0
ENSG00000230091	17	16
ENSG00000133678	65	70
ENSG00000230171	0	0
ENSG00000189129	8	4
ENSG00000122359	3407	4452
ENSG00000237523	0	0
ENSG00000234319	0	0
ENSG00000234382	0	0
ENSG00000234743	8	3
ENSG00000204038	0	0
ENSG00000151224	0	0
ENSG00000232950	0	0
ENSG00000235858	0	0
ENSG00000170788	6	6
ENSG00000133665	0	0
ENSG00000122378	33	46
ENSG00000108219	2498	4668
ENSG00000226659	18	32
ENSG00000178217	0	0
ENSG00000231082	0	0
ENSG00000233353	0	0
ENSG00000233703	0	0
ENSG00000231060	0	0
ENSG00000227209	0	0
ENSG00000226466	50	23
ENSG00000185737	0	2
ENSG00000221378	0	0
ENSG00000229458	0	0
ENSG00000225738	0	0
ENSG00000207275	0	0
ENSG00000200774	0	0
ENSG00000234931	0	0
ENSG00000233945	0	0
ENSG00000223565	0	0
ENSG00000212324	0	0
ENSG00000233258	0	0
ENSG00000200789	0	0
ENSG00000212769	5	4
ENSG00000165678	2937	1541
ENSG00000188373	1	0
ENSG00000148600	0	11
ENSG00000204033	0	0
ENSG00000148602	0	0
ENSG00000148604	0	1
ENSG00000229404	1	1
ENSG00000107771	952	710
ENSG00000233189	3	1
ENSG00000225423	19	19
ENSG00000225928	5	0
ENSG00000178429	13097	12620
ENSG00000238469	0	0
ENSG00000237267	0	3
ENSG00000223993	0	0
ENSG00000224504	0	0
ENSG00000230962	0	0
ENSG00000223064	0	0
ENSG00000252730	0	0
ENSG00000182771	0	0
ENSG00000234942	0	0
ENSG00000252292	0	0
ENSG00000236606	0	0
ENSG00000200487	0	0
ENSG00000199104	0	0
ENSG00000238803	0	0
ENSG00000062650	1615	1004
ENSG00000212332	1	1
ENSG00000227896	2	11
ENSG00000230507	200	220
ENSG00000122375	0	0
ENSG00000122367	1	2
ENSG00000252189	0	0
ENSG00000107779	56	54
ENSG00000200176	0	0
ENSG00000173269	1	7
ENSG00000173267	0	0
ENSG00000233165	2	11
ENSG00000148671	0	2
ENSG00000151303	7	4
ENSG00000240089	0	0
ENSG00000261011	0	0
ENSG00000229969	0	0
ENSG00000188100	0	0
ENSG00000200253	0	0
ENSG00000241301	2	0
ENSG00000148672	1337	979
ENSG00000240475	0	0
ENSG00000122376	311	172
ENSG00000237280	1	0
ENSG00000243940	0	0
ENSG00000223482	125	85
ENSG00000184923	4	0
ENSG00000224914	9	9
ENSG00000214562	20	14
ENSG00000237740	0	2
ENSG00000236417	0	0
ENSG00000228055	0	0
ENSG00000231569	0	0
ENSG00000107789	79	82
ENSG00000222192	0	0
ENSG00000223761	0	0
ENSG00000225913	0	0
ENSG00000196566	9	5
ENSG00000234192	718	1119
ENSG00000198682	8	13
ENSG00000138138	486	303
ENSG00000223820	12	11
ENSG00000243782	0	0
ENSG00000227268	0	0
ENSG00000171862	858	582
ENSG00000224745	1	1
ENSG00000213613	233	329
ENSG00000200891	0	0
ENSG00000227905	0	0
ENSG00000184719	9	9
ENSG00000201548	0	0
ENSG00000204022	0	0
ENSG00000237205	1	0
ENSG00000182333	0	0
ENSG00000204021	0	0
ENSG00000226358	0	0
ENSG00000204020	0	0
ENSG00000235150	0	0
ENSG00000173239	0	0
ENSG00000152766	1	2
ENSG00000234256	0	0
ENSG00000138134	138	162
ENSG00000180139	2	1
ENSG00000107796	38	50
ENSG00000026103	474	275
ENSG00000261438	23	18
ENSG00000238991	0	0
ENSG00000233292	14	6
ENSG00000138135	0	0
ENSG00000107798	200	243
ENSG00000232110	0	3
ENSG00000119922	255	277
ENSG00000119917	369	352
ENSG00000224289	0	0
ENSG00000204010	0	0
ENSG00000185745	86	137
ENSG00000152778	226	166
ENSG00000152779	3	4
ENSG00000234452	0	0
ENSG00000152782	6	22
ENSG00000198997	0	0
ENSG00000235344	0	0
ENSG00000249962	0	0
ENSG00000232936	0	0
ENSG00000225836	0	0
ENSG00000235100	0	0
ENSG00000240996	0	2
ENSG00000138182	438	247
ENSG00000232229	2	0
ENSG00000226159	0	0
ENSG00000228938	358	238
ENSG00000222451	0	0
ENSG00000236373	0	0
ENSG00000224750	0	1
ENSG00000238291	0	0
ENSG00000148680	0	0
ENSG00000148688	247	231
ENSG00000222305	0	0
ENSG00000148677	0	1
ENSG00000201604	0	0
ENSG00000225525	0	0
ENSG00000225519	0	0
ENSG00000224851	0	0
ENSG00000220585	59	25
ENSG00000234043	12	5
ENSG00000180628	1758	970
ENSG00000165338	25	13
ENSG00000223876	0	0
ENSG00000119938	0	0
ENSG00000213449	4	6
ENSG00000228759	1	0
ENSG00000228701	2	5
ENSG00000107854	1286	924
ENSG00000180581	520	312
ENSG00000174721	28	23
ENSG00000095564	877	667
ENSG00000107864	50	63
ENSG00000252993	0	0
ENSG00000214549	4	8
ENSG00000213484	15	10
ENSG00000221042	0	0
ENSG00000105988	373	154
ENSG00000199881	0	0
ENSG00000198060	430	454
ENSG00000202297	0	0
ENSG00000232709	2	0
ENSG00000207895	0	0
ENSG00000119912	194	181
ENSG00000138160	38	60
ENSG00000184111	2	0
ENSG00000236493	249	83
ENSG00000152804	9	22
ENSG00000201412	0	0
ENSG00000138190	251	155
ENSG00000225118	0	0
ENSG00000226425	0	0
ENSG00000187553	1	0
ENSG00000095596	0	0
ENSG00000232805	0	0
ENSG00000237417	350	221
ENSG00000213432	784	1298
ENSG00000243239	0	0
ENSG00000138119	4	0
ENSG00000138180	26	7
ENSG00000212396	0	0
ENSG00000186188	5	4
ENSG00000138207	0	0
ENSG00000221352	0	0
ENSG00000095464	1	2
ENSG00000148690	95	78
ENSG00000108231	0	0
ENSG00000227995	2	0
ENSG00000176273	23	20
ENSG00000180764	684	689
ENSG00000138193	17	12
ENSG00000252895	0	0
ENSG00000232913	0	0
ENSG00000231575	0	0
ENSG00000234724	0	1
ENSG00000206631	0	0
ENSG00000228553	2	1
ENSG00000241714	0	0
ENSG00000229130	0	0
ENSG00000173145	271	112
ENSG00000108239	7	14
ENSG00000119969	45	39
ENSG00000244332	0	0
ENSG00000235746	0	0
ENSG00000108242	1	2
ENSG00000165841	0	0
ENSG00000230338	0	0
ENSG00000235199	0	0
ENSG00000225354	0	0
ENSG00000138109	0	0
ENSG00000233377	0	0
ENSG00000228460	0	0
ENSG00000260863	0	0
ENSG00000237885	0	0
ENSG00000138115	0	0
ENSG00000231829	0	0
ENSG00000225533	0	0
ENSG00000173124	3	0
ENSG00000234026	0	0
ENSG00000107438	57	118
ENSG00000095637	26	48
ENSG00000240407	0	0
ENSG00000212950	0	2
ENSG00000243625	0	0
ENSG00000214362	172	172
ENSG00000059573	829	427
ENSG00000119977	475	363
ENSG00000138185	178	129
ENSG00000226688	31	17
ENSG00000240527	0	0
ENSG00000173088	2	2
ENSG00000188649	2	2
ENSG00000227805	0	0
ENSG00000107443	88	31
ENSG00000200728	0	1
ENSG00000177853	152	91
ENSG00000229417	102	78
ENSG00000095585	22	35
ENSG00000229418	0	0
ENSG00000107447	0	4
ENSG00000197430	0	0
ENSG00000095587	0	2
ENSG00000251063	0	0
ENSG00000077147	2747	1315
ENSG00000235677	137	99
ENSG00000155629	84	77
ENSG00000202047	0	0
ENSG00000227032	0	0
ENSG00000223079	0	0
ENSG00000207287	0	0
ENSG00000236552	44375	63973
ENSG00000207976	0	0
ENSG00000196233	224	155
ENSG00000232875	2	0
ENSG00000221465	0	0
ENSG00000155640	89	92
ENSG00000231025	233	140
ENSG00000213390	177	154
ENSG00000187122	0	2
ENSG00000234855	0	0
ENSG00000231398	0	1
ENSG00000241138	0	1
ENSG00000240598	0	0
ENSG00000237169	160	249
ENSG00000165879	318	478
ENSG00000181274	270	324
ENSG00000225850	2	0
ENSG00000052749	1605	527
ENSG00000231508	0	0
ENSG00000231970	3	2
ENSG00000224474	1	0
ENSG00000200737	1	1
ENSG00000171314	4552	1840
ENSG00000171311	397	316
ENSG00000171307	590	405
ENSG00000155229	1124	1423
ENSG00000165886	171	161
ENSG00000165887	0	0
ENSG00000241935	4	2
ENSG00000155252	354	354
ENSG00000249967	0	0
ENSG00000203942	0	0
ENSG00000171160	6	4
ENSG00000119986	35	14
ENSG00000155254	14	10
ENSG00000155256	586	888
ENSG00000120057	0	6
ENSG00000227356	0	2
ENSG00000155265	174	369
ENSG00000095713	2	0
ENSG00000239666	8	20
ENSG00000166024	275	289
ENSG00000138131	5	0
ENSG00000230928	2	2
ENSG00000119943	19	30
ENSG00000221419	0	0
ENSG00000107521	460	446
ENSG00000172987	0	0
ENSG00000236818	7	2
ENSG00000234109	64	37
ENSG00000119946	12	9
ENSG00000120053	516	304
ENSG00000224934	0	0
ENSG00000257582	0	0
ENSG00000228778	0	0
ENSG00000119919	0	0
ENSG00000238588	0	0
ENSG00000155287	651	692
ENSG00000260475	0	2
ENSG00000229278	1	0
ENSG00000198018	22	41
ENSG00000233690	0	0
ENSG00000119929	308	392
ENSG00000014919	265	235
ENSG00000023839	18	22
ENSG00000227351	0	2
ENSG00000107554	75	69
ENSG00000227695	3	2
ENSG00000238472	0	0
ENSG00000120054	0	0
ENSG00000241192	0	0
ENSG00000232230	5	0
ENSG00000107566	327	247
ENSG00000213341	460	227
ENSG00000236308	5	4
ENSG00000227492	9	7
ENSG00000095485	457	332
ENSG00000212464	6	0
ENSG00000230224	36	13
ENSG00000207362	0	0
ENSG00000196072	525	340
ENSG00000107593	0	0
ENSG00000231188	0	0
ENSG00000099194	306	50
ENSG00000256545	0	0
ENSG00000235823	30	6
ENSG00000212325	0	0
ENSG00000075290	0	0
ENSG00000075826	206	412
ENSG00000255339	0	0
ENSG00000166136	263	138
ENSG00000166135	874	809
ENSG00000075891	0	0
ENSG00000222072	0	0
ENSG00000119906	371	360
ENSG00000055950	498	449
ENSG00000095539	16	36
ENSG00000207551	0	0
ENSG00000236662	0	0
ENSG00000107815	909	270
ENSG00000107816	305	510
ENSG00000224915	0	0
ENSG00000186862	23	24
ENSG00000107819	1099	1093
ENSG00000107821	0	0
ENSG00000236311	0	0
ENSG00000107807	0	1
ENSG00000226740	0	0
ENSG00000243177	0	0
ENSG00000237579	0	0
ENSG00000138136	0	0
ENSG00000257638	0	0
ENSG00000227128	0	0
ENSG00000229649	5	9
ENSG00000252844	0	0
ENSG00000241691	0	0
ENSG00000222238	0	0
ENSG00000225208	0	0
ENSG00000230967	0	0
ENSG00000166167	421	404
ENSG00000222414	1	3
ENSG00000239091	0	0
ENSG00000166171	15	12
ENSG00000166169	189	349
ENSG00000107829	934	1350
ENSG00000222051	0	0
ENSG00000224817	0	0
ENSG00000107831	3	0
ENSG00000107833	302	260
ENSG00000198408	958	974
ENSG00000229793	3	6
ENSG00000226009	1	2
ENSG00000120049	10	0
ENSG00000120029	395	403
ENSG00000222430	0	0
ENSG00000166189	454	698
ENSG00000224302	2	0
ENSG00000229629	0	0
ENSG00000253068	0	0
ENSG00000198728	1647	2468
ENSG00000228091	4	0
ENSG00000148840	2121	1005
ENSG00000166197	4239	1145
ENSG00000259127	0	0
ENSG00000119915	0	0
ENSG00000107859	0	0
ENSG00000107862	1347	1398
ENSG00000077150	5695	3518
ENSG00000059915	292	643
ENSG00000107872	149	292
ENSG00000107874	290	482
ENSG00000202569	0	0
ENSG00000120055	108	169
ENSG00000138111	46	76
ENSG00000243628	6	13
ENSG00000138107	1470	1507
ENSG00000107882	287	488
ENSG00000242311	2	2
ENSG00000228657	81	139
ENSG00000207029	0	0
ENSG00000171206	1194	1610
ENSG00000138175	107	129
ENSG00000156398	93	33
ENSG00000166272	1239	1496
ENSG00000252994	1	0
ENSG00000148795	9	4
ENSG00000203886	0	0
ENSG00000213061	0	1
ENSG00000236937	9	15
ENSG00000166275	170	88
ENSG00000201080	0	1
ENSG00000214435	33	18
ENSG00000235266	0	0
ENSG00000148842	45	84
ENSG00000239942	0	0
ENSG00000076685	694	448
ENSG00000237827	0	0
ENSG00000213277	0	1
ENSG00000229256	173	200
ENSG00000235376	42	37
ENSG00000148798	0	0
ENSG00000156374	65	61
ENSG00000212413	0	0
ENSG00000148835	142	113
ENSG00000173915	362	248
ENSG00000221767	0	0
ENSG00000148843	1520	1016
ENSG00000138172	441	705
ENSG00000234699	1	0
ENSG00000185933	1	0
ENSG00000183128	0	0
ENSG00000235470	0	0
ENSG00000107954	22	10
ENSG00000226431	0	0
ENSG00000107957	496	793
ENSG00000222503	0	0
ENSG00000260461	39	51
ENSG00000107960	332	483
ENSG00000065613	941	682
ENSG00000065618	2	4
ENSG00000216083	0	0
ENSG00000156384	51	51
ENSG00000197748	0	0
ENSG00000208033	0	0
ENSG00000148834	884	751
ENSG00000065621	20	8
ENSG00000148841	557	457
ENSG00000228261	2	2
ENSG00000231233	0	0
ENSG00000120051	0	0
ENSG00000238620	0	0
ENSG00000225768	0	0
ENSG00000237761	0	0
ENSG00000156395	0	5
ENSG00000226387	0	0
ENSG00000236043	0	0
ENSG00000207068	0	0
ENSG00000233477	0	0
ENSG00000213260	221	191
ENSG00000229466	0	0
ENSG00000229775	2	6
ENSG00000215002	119	100
ENSG00000108018	0	0
ENSG00000200626	0	0
ENSG00000230151	0	0
ENSG00000200079	0	0
ENSG00000229981	0	0
ENSG00000234544	0	0
ENSG00000203434	4	5
ENSG00000223381	0	0
ENSG00000224498	0	0
ENSG00000222436	0	0
ENSG00000252574	0	0
ENSG00000200217	0	0
ENSG00000232728	3	6
ENSG00000237242	0	0
ENSG00000224907	1	1
ENSG00000108039	409	285
ENSG00000223279	1	0
ENSG00000203876	3	3
ENSG00000148700	1632	1499
ENSG00000226734	0	2
ENSG00000119950	886	1047
ENSG00000228417	0	0
ENSG00000214067	0	0
ENSG00000119953	538	332
ENSG00000235874	0	0
ENSG00000221359	0	0
ENSG00000237642	1	0
ENSG00000138166	748	70
ENSG00000225461	0	0
ENSG00000233518	0	0
ENSG00000108055	908	771
ENSG00000239125	0	0
ENSG00000223302	0	0
ENSG00000203867	6	14
ENSG00000252036	0	0
ENSG00000199364	0	0
ENSG00000232470	11	18
ENSG00000203497	80	102
ENSG00000150593	4185	4169
ENSG00000214413	96	102
ENSG00000108061	841	515
ENSG00000234118	326	575
ENSG00000221214	0	0
ENSG00000150594	2	0
ENSG00000213247	0	0
ENSG00000237618	0	0
ENSG00000227851	0	0
ENSG00000230809	1	2
ENSG00000119927	37	53
ENSG00000119913	0	0
ENSG00000243316	0	0
ENSG00000197142	674	453
ENSG00000232934	4	0
ENSG00000233346	4	2
ENSG00000023041	594	338
ENSG00000151532	213	177
ENSG00000234017	305	337
ENSG00000233340	0	0
ENSG00000234221	4	0
ENSG00000260917	24	41
ENSG00000225292	0	1
ENSG00000148737	20	13
ENSG00000233547	0	0
ENSG00000227560	0	3
ENSG00000237996	2	0
ENSG00000238380	0	0
ENSG00000230018	0	0
ENSG00000148702	0	0
ENSG00000197893	0	0
ENSG00000165806	105	119
ENSG00000242481	4	3
ENSG00000234393	0	0
ENSG00000148735	0	0
ENSG00000212589	0	0
ENSG00000198924	66	35
ENSG00000196865	84	66
ENSG00000234631	0	0
ENSG00000043591	0	0
ENSG00000253066	0	0
ENSG00000226582	0	0
ENSG00000165813	306	212
ENSG00000238742	0	0
ENSG00000095627	13	4
ENSG00000165816	0	0
ENSG00000230165	0	0
ENSG00000169129	17	24
ENSG00000242912	4	0
ENSG00000099204	4958	5783
ENSG00000229668	1	0
ENSG00000238577	0	0
ENSG00000228169	81	72
ENSG00000228484	7	3
ENSG00000215760	0	0
ENSG00000151553	377	290
ENSG00000226428	18	10
ENSG00000165832	106	53
ENSG00000252611	0	0
ENSG00000236799	0	0
ENSG00000107518	3	3
ENSG00000151892	0	2
ENSG00000222696	0	0
ENSG00000182645	0	0
ENSG00000205433	0	0
ENSG00000203837	0	0
ENSG00000227096	0	4
ENSG00000200935	0	0
ENSG00000175535	0	0
ENSG00000232091	0	1
ENSG00000187021	4	2
ENSG00000165862	0	0
ENSG00000165863	5	6
ENSG00000232767	0	0
ENSG00000165868	0	2
ENSG00000228195	6	4
ENSG00000225302	1	0
ENSG00000188316	0	1
ENSG00000248381	0	0
ENSG00000187164	8	10
ENSG00000235742	1	1
ENSG00000148704	0	0
ENSG00000234474	0	0
ENSG00000236171	108	127
ENSG00000186795	0	0
ENSG00000225936	0	2
ENSG00000165646	96	57
ENSG00000165650	455	257
ENSG00000222197	0	0
ENSG00000258114	0	0
ENSG00000229847	0	0
ENSG00000170370	0	1
ENSG00000235198	0	0
ENSG00000234952	0	0
ENSG00000263041	0	0
ENSG00000107560	180	123
ENSG00000231104	0	0
ENSG00000177640	0	0
ENSG00000240636	0	0
ENSG00000238276	0	0
ENSG00000165669	330	239
ENSG00000243540	0	0
ENSG00000232139	0	0
ENSG00000234309	0	0
ENSG00000119973	0	0
ENSG00000225155	121	92
ENSG00000151893	452	257
ENSG00000251836	0	0
ENSG00000236058	2266	2633
ENSG00000213574	292	163
ENSG00000229272	0	0
ENSG00000215925	0	0
ENSG00000188613	120	74
ENSG00000230139	0	0
ENSG00000107581	5846	4281
ENSG00000207468	0	0
ENSG00000222588	0	0
ENSG00000241212	1	0
ENSG00000119979	161	199
ENSG00000183605	135	87
ENSG00000165672	469	339
ENSG00000198873	1561	2172
ENSG00000228485	6	0
ENSG00000242853	3	3
ENSG00000236426	1	2
ENSG00000148908	3255	2650
ENSG00000233177	119	115
ENSG00000151923	1382	1226
ENSG00000234569	20	18
ENSG00000227437	85	119
ENSG00000151929	539	758
ENSG00000224489	5	4
ENSG00000232823	2	1
ENSG00000198825	433	182
ENSG00000242818	0	0
ENSG00000197771	1632	1106
ENSG00000107651	472	290
ENSG00000229304	3	5
ENSG00000180230	27	46
ENSG00000223455	0	0
ENSG00000221402	0	0
ENSG00000228270	0	0
ENSG00000220842	5246	4464
ENSG00000234522	0	0
ENSG00000203805	0	0
ENSG00000177234	0	0
ENSG00000227165	10	2
ENSG00000120008	216	156
ENSG00000227307	0	0
ENSG00000236762	842	1176
ENSG00000227143	0	0
ENSG00000222979	0	0
ENSG00000066468	7	23
ENSG00000223432	0	0
ENSG00000223540	76	143
ENSG00000224250	0	0
ENSG00000107669	394	332
ENSG00000201884	0	0
ENSG00000226864	0	0
ENSG00000107672	301	277
ENSG00000138162	16	12
ENSG00000138152	0	0
ENSG00000202245	0	0
ENSG00000107679	579	362
ENSG00000254636	0	0
ENSG00000166033	0	0
ENSG00000187908	0	0
ENSG00000183559	0	0
ENSG00000176584	0	0
ENSG00000138161	36	29
ENSG00000213185	2	0
ENSG00000255624	7	13
ENSG00000203795	0	0
ENSG00000119965	65	38
ENSG00000179988	25	24
ENSG00000095574	347	261
ENSG00000196177	169	82
ENSG00000188620	3	2
ENSG00000188816	0	0
ENSG00000154473	1499	1229
ENSG00000227586	3216	5598
ENSG00000230131	0	0
ENSG00000225152	0	0
ENSG00000234542	0	0
ENSG00000154478	0	0
ENSG00000121898	1	0
ENSG00000221293	0	0
ENSG00000231138	0	0
ENSG00000221437	0	0
ENSG00000234677	0	0
ENSG00000213438	0	0
ENSG00000232334	0	0
ENSG00000182022	101	128
ENSG00000065154	660	357
ENSG00000229544	0	0
ENSG00000107902	49	86
ENSG00000229455	0	1
ENSG00000258539	0	2
ENSG00000189319	1095	1540
ENSG00000233334	2	0
ENSG00000203791	76	44
ENSG00000199466	0	0
ENSG00000165660	336	224
ENSG00000203457	0	2
ENSG00000207494	0	0
ENSG00000214807	89	50
ENSG00000249456	0	4
ENSG00000237866	0	1
ENSG00000019995	862	716
ENSG00000226899	3	3
ENSG00000175029	32	24
ENSG00000214298	17	6
ENSG00000233135	0	0
ENSG00000237675	0	0
ENSG00000175018	0	0
ENSG00000214297	112	109
ENSG00000228021	0	1
ENSG00000224023	0	0
ENSG00000234134	0	0
ENSG00000107938	274	248
ENSG00000236991	0	0
ENSG00000214294	0	0
ENSG00000154485	3	0
ENSG00000188690	214	249
ENSG00000107949	777	295
ENSG00000089876	98	60
ENSG00000215972	0	0
ENSG00000222629	0	0
ENSG00000203780	63	40
ENSG00000234016	0	0
ENSG00000233409	0	0
ENSG00000148848	8	7
ENSG00000222740	0	0
ENSG00000213170	0	0
ENSG00000235180	0	0
ENSG00000154493	0	0
ENSG00000221717	0	0
ENSG00000199321	0	0
ENSG00000150760	0	0
